Радиация,Температура,Время,Выживаемость,thermal_rank,thermal_label,CEM43,generation_block
4.0,43.0,45.0,0.06382266795669998,1,43C_45min,45.0,31
2.0,43.0,45.0,0.045100311972634144,1,43C_45min,45.0,36
6.0,44.0,30.0,0.00031623365706163613,2,44C_30min,60.0,35
4.0,44.0,30.0,0.008510168853470142,2,44C_30min,60.0,41
6.0,42.0,45.0,0.02156891078671186,0,42C_45min,11.25,46
0.0,43.0,45.0,0.20141379578685192,1,43C_45min,45.0,62
8.0,43.0,45.0,4.345136006539392e-05,1,43C_45min,45.0,22
6.0,44.0,30.0,0.0002736439368137283,2,44C_30min,60.0,3
0.0,44.0,30.0,0.019369864146781393,2,44C_30min,60.0,34
6.0,44.0,30.0,0.00026557046599550045,2,44C_30min,60.0,34
6.0,43.0,45.0,0.013344253342812909,1,43C_45min,45.0,61
4.0,42.0,45.0,0.28486046704282286,0,42C_45min,11.25,52
8.0,44.0,30.0,0.0,2,44C_30min,60.0,17
8.0,42.0,45.0,0.0006267828374540578,0,42C_45min,11.25,54
6.0,43.0,45.0,0.011796291176761294,1,43C_45min,45.0,47
8.0,42.0,45.0,0.0007137574239408145,0,42C_45min,11.25,45
8.0,42.0,45.0,0.0007276480881059746,0,42C_45min,11.25,55
8.0,43.0,45.0,4.436115207380434e-05,1,43C_45min,45.0,34
0.0,44.0,30.0,0.021310969523284238,2,44C_30min,60.0,30
4.0,44.0,30.0,0.007821887749796511,2,44C_30min,60.0,1
0.0,42.0,45.0,0.53,0,42C_45min,11.25,48
4.0,44.0,30.0,0.00817004036016696,2,44C_30min,60.0,32
2.0,42.0,45.0,0.35328436371491667,0,42C_45min,11.25,38
2.0,42.0,45.0,0.17140847415834795,0,42C_45min,11.25,29
8.0,42.0,45.0,0.0007740148138634972,0,42C_45min,11.25,24
8.0,43.0,45.0,3.229413628226251e-05,1,43C_45min,45.0,5
4.0,42.0,45.0,0.2230244372973072,0,42C_45min,11.25,4
8.0,43.0,45.0,4.2059870414557045e-05,1,43C_45min,45.0,42
4.0,43.0,45.0,0.052818956500317885,1,43C_45min,45.0,18
2.0,44.0,30.0,0.008835524197597809,2,44C_30min,60.0,19
2.0,44.0,30.0,0.008212590217540457,2,44C_30min,60.0,24
8.0,44.0,30.0,0.0,2,44C_30min,60.0,23
6.0,44.0,30.0,0.0003035990568576128,2,44C_30min,60.0,30
8.0,43.0,45.0,3.921662002421542e-05,1,43C_45min,45.0,18
0.0,44.0,30.0,0.021754611419799768,2,44C_30min,60.0,1
4.0,43.0,45.0,0.047375843328518144,1,43C_45min,45.0,12
8.0,43.0,45.0,4.1516267574514005e-05,1,43C_45min,45.0,24
0.0,43.0,45.0,0.2853704300722457,1,43C_45min,45.0,59
2.0,44.0,30.0,0.008510168853470142,2,44C_30min,60.0,41
2.0,42.0,45.0,0.32184416203950594,0,42C_45min,11.25,15
4.0,43.0,45.0,0.05686149313480167,1,43C_45min,45.0,38
0.0,42.0,45.0,0.5084512315164795,0,42C_45min,11.25,65
8.0,43.0,45.0,3.565885097292208e-05,1,43C_45min,45.0,43
6.0,43.0,45.0,0.009821378771715978,1,43C_45min,45.0,36
0.0,44.0,30.0,0.01599817980091785,2,44C_30min,60.0,39
4.0,44.0,30.0,0.008754635041921378,2,44C_30min,60.0,42
0.0,43.0,45.0,0.14395742046870053,1,43C_45min,45.0,12
6.0,43.0,45.0,0.013120042791762168,1,43C_45min,45.0,44
2.0,42.0,45.0,0.30359994931011886,0,42C_45min,11.25,45
2.0,44.0,30.0,0.006900548740727882,2,44C_30min,60.0,39
4.0,44.0,30.0,0.008437259674772303,2,44C_30min,60.0,58
4.0,44.0,30.0,0.009056372121535676,2,44C_30min,60.0,26
2.0,42.0,45.0,0.2646130680133886,0,42C_45min,11.25,11
8.0,43.0,45.0,3.4712016087241574e-05,1,43C_45min,45.0,16
6.0,42.0,45.0,0.01825088740537677,0,42C_45min,11.25,42
2.0,44.0,30.0,0.00950695663104404,2,44C_30min,60.0,59
8.0,44.0,30.0,8.585014043107717e-08,2,44C_30min,60.0,44
2.0,44.0,30.0,0.007948333701955341,2,44C_30min,60.0,25
8.0,42.0,45.0,0.0005900137608324525,0,42C_45min,11.25,27
2.0,43.0,45.0,0.04792223591282383,1,43C_45min,45.0,5
8.0,43.0,45.0,4.3232300714524397e-05,1,43C_45min,45.0,7
2.0,42.0,45.0,0.29500869018580056,0,42C_45min,11.25,40
4.0,42.0,45.0,0.30409689857344047,0,42C_45min,11.25,64
2.0,44.0,30.0,0.009056372121535676,2,44C_30min,60.0,26
2.0,43.0,45.0,0.05433517977949586,1,43C_45min,45.0,7
8.0,44.0,30.0,0.0,2,44C_30min,60.0,7
0.0,44.0,30.0,0.018679965132669032,2,44C_30min,60.0,28
2.0,44.0,30.0,0.009954552725519985,2,44C_30min,60.0,35
8.0,42.0,45.0,0.0008100340000765993,0,42C_45min,11.25,30
6.0,42.0,45.0,0.021767243782849922,0,42C_45min,11.25,27
4.0,43.0,45.0,0.04403597123460136,1,43C_45min,45.0,6
2.0,44.0,30.0,0.009072971054317237,2,44C_30min,60.0,62
2.0,43.0,45.0,0.04787722710883404,1,43C_45min,45.0,6
6.0,44.0,30.0,0.00031608078443564404,2,44C_30min,60.0,22
2.0,42.0,45.0,0.2083154340894426,0,42C_45min,11.25,66
6.0,44.0,30.0,0.0003269427169720708,2,44C_30min,60.0,61
4.0,44.0,30.0,0.009072971054317237,2,44C_30min,60.0,62
6.0,43.0,45.0,0.014174621232809161,1,43C_45min,45.0,40
8.0,43.0,45.0,4.010301509774647e-05,1,43C_45min,45.0,39
0.0,43.0,45.0,0.21322786342935054,1,43C_45min,45.0,41
6.0,42.0,45.0,0.027235530982693223,0,42C_45min,11.25,6
0.0,43.0,45.0,0.18278717486906357,1,43C_45min,45.0,1
6.0,44.0,30.0,0.0002889033121636406,2,44C_30min,60.0,26
8.0,43.0,45.0,4.663447418858708e-05,1,43C_45min,45.0,35
2.0,42.0,45.0,0.22388343376838182,0,42C_45min,11.25,3
0.0,44.0,30.0,0.019852788642270656,2,44C_30min,60.0,3
2.0,43.0,45.0,0.050806521582222895,1,43C_45min,45.0,22
4.0,43.0,45.0,0.05528153713671084,1,43C_45min,45.0,11
4.0,43.0,45.0,0.05541359491831334,1,43C_45min,45.0,33
6.0,44.0,30.0,0.0002736930053177039,2,44C_30min,60.0,58
0.0,44.0,30.0,0.024328021499328382,2,44C_30min,60.0,40
6.0,44.0,30.0,0.0002875741166885765,2,44C_30min,60.0,50
0.0,42.0,45.0,0.53,0,42C_45min,11.25,7
6.0,44.0,30.0,0.0003531575003078062,2,44C_30min,60.0,28
2.0,42.0,45.0,0.29919967355097127,0,42C_45min,11.25,12
8.0,44.0,30.0,0.0,2,44C_30min,60.0,29
0.0,43.0,45.0,0.18226434181577958,1,43C_45min,45.0,28
2.0,44.0,30.0,0.008437259674772303,2,44C_30min,60.0,58
0.0,44.0,30.0,0.027870992059210023,2,44C_30min,60.0,59
6.0,43.0,45.0,0.013358565362752803,1,43C_45min,45.0,45
0.0,44.0,30.0,0.02133881540944944,2,44C_30min,60.0,12
6.0,43.0,45.0,0.013506992332795821,1,43C_45min,45.0,26
0.0,43.0,45.0,0.21379931231902857,1,43C_45min,45.0,61
2.0,42.0,45.0,0.24951482471224767,0,42C_45min,11.25,53
2.0,44.0,30.0,0.008451133964431694,2,44C_30min,60.0,64
8.0,44.0,30.0,0.0,2,44C_30min,60.0,45
8.0,43.0,45.0,4.369832481551261e-05,1,43C_45min,45.0,25
0.0,43.0,45.0,0.1434758509881437,1,43C_45min,45.0,64
4.0,42.0,45.0,0.17773660994486642,0,42C_45min,11.25,50
4.0,43.0,45.0,0.036383043946899646,1,43C_45min,45.0,17
2.0,42.0,45.0,0.2230555947333292,0,42C_45min,11.25,36
6.0,43.0,45.0,0.011471443132608181,1,43C_45min,45.0,22
2.0,44.0,30.0,0.007821887749796511,2,44C_30min,60.0,1
8.0,44.0,30.0,0.0,2,44C_30min,60.0,21
8.0,43.0,45.0,3.6623040704838444e-05,1,43C_45min,45.0,50
0.0,44.0,30.0,0.023776990010048262,2,44C_30min,60.0,15
2.0,43.0,45.0,0.047375843328518144,1,43C_45min,45.0,12
8.0,43.0,45.0,4.020612449192649e-05,1,43C_45min,45.0,65
8.0,42.0,45.0,0.0007536739126296494,0,42C_45min,11.25,1
0.0,43.0,45.0,0.1907969498159307,1,43C_45min,45.0,24
6.0,44.0,30.0,0.0003325649964521176,2,44C_30min,60.0,44
6.0,44.0,30.0,0.00035318419575201094,2,44C_30min,60.0,57
0.0,42.0,45.0,0.53,0,42C_45min,11.25,23
0.0,43.0,45.0,0.12015587799867701,1,43C_45min,45.0,29
0.0,43.0,45.0,0.14015641572265403,1,43C_45min,45.0,37
8.0,43.0,45.0,3.943338129640389e-05,1,43C_45min,45.0,55
8.0,43.0,45.0,4.249870314731973e-05,1,43C_45min,45.0,13
2.0,44.0,30.0,0.008754635041921378,2,44C_30min,60.0,42
4.0,44.0,30.0,0.006723781926350739,2,44C_30min,60.0,6
4.0,44.0,30.0,0.006899807602029665,2,44C_30min,60.0,37
8.0,43.0,45.0,4.4304610031876055e-05,1,43C_45min,45.0,4
8.0,42.0,45.0,0.0007471359310273373,0,42C_45min,11.25,41
2.0,43.0,45.0,0.05084956644876674,1,43C_45min,45.0,19
6.0,42.0,45.0,0.018068863310522328,0,42C_45min,11.25,56
2.0,43.0,45.0,0.04059845632881111,1,43C_45min,45.0,29
4.0,44.0,30.0,0.007609708343274494,2,44C_30min,60.0,10
2.0,44.0,30.0,0.007425142121002216,2,44C_30min,60.0,5
0.0,42.0,45.0,0.5095103924228339,0,42C_45min,11.25,49
0.0,43.0,45.0,0.2164863169391936,1,43C_45min,45.0,30
8.0,43.0,45.0,3.946837688179495e-05,1,43C_45min,45.0,12
4.0,42.0,45.0,0.23746102362243648,0,42C_45min,11.25,18
0.0,43.0,45.0,0.16108885441878715,1,43C_45min,45.0,16
8.0,42.0,45.0,0.0006827259355917192,0,42C_45min,11.25,32
0.0,44.0,30.0,0.023243815676843593,2,44C_30min,60.0,8
2.0,42.0,45.0,0.2634669844658499,0,42C_45min,11.25,63
4.0,43.0,45.0,0.03720312090114312,1,43C_45min,45.0,34
2.0,44.0,30.0,0.007747901892394261,2,44C_30min,60.0,55
6.0,44.0,30.0,0.0002736198049179174,2,44C_30min,60.0,39
6.0,44.0,30.0,0.00030742921881507756,2,44C_30min,60.0,8
0.0,43.0,45.0,0.19575502318907412,1,43C_45min,45.0,8
8.0,43.0,45.0,3.929063958990444e-05,1,43C_45min,45.0,31
4.0,44.0,30.0,0.0069564896749166475,2,44C_30min,60.0,46
0.0,44.0,30.0,0.017412128562728574,2,44C_30min,60.0,4
8.0,43.0,45.0,3.969133319833076e-05,1,43C_45min,45.0,57
0.0,44.0,30.0,0.022397644336069906,2,44C_30min,60.0,61
8.0,44.0,30.0,0.0,2,44C_30min,60.0,24
2.0,42.0,45.0,0.23746102362243648,0,42C_45min,11.25,18
4.0,42.0,45.0,0.22388343376838182,0,42C_45min,11.25,3
6.0,42.0,45.0,0.018461306111780765,0,42C_45min,11.25,23
2.0,44.0,30.0,0.00889301038518649,2,44C_30min,60.0,13
8.0,44.0,30.0,0.0,2,44C_30min,60.0,66
8.0,44.0,30.0,0.0,2,44C_30min,60.0,55
4.0,42.0,45.0,0.26515510157107275,0,42C_45min,11.25,49
8.0,43.0,45.0,3.448095671101826e-05,1,43C_45min,45.0,17
8.0,43.0,45.0,3.398994854098018e-05,1,43C_45min,45.0,29
2.0,44.0,30.0,0.008558938746537095,2,44C_30min,60.0,45
6.0,42.0,45.0,0.01833794906564065,0,42C_45min,11.25,20
0.0,43.0,45.0,0.2105409468671637,1,43C_45min,45.0,23
6.0,44.0,30.0,0.00031184312790345255,2,44C_30min,60.0,64
2.0,43.0,45.0,0.04652713539021161,1,43C_45min,45.0,10
6.0,42.0,45.0,0.0247075159378669,0,42C_45min,11.25,8
6.0,44.0,30.0,0.000313293247263182,2,44C_30min,60.0,52
6.0,43.0,45.0,0.0109733910796845,1,43C_45min,45.0,3
8.0,43.0,45.0,3.924130663233688e-05,1,43C_45min,45.0,23
0.0,44.0,30.0,0.019999184970802476,2,44C_30min,60.0,62
8.0,42.0,45.0,0.0007346238337960726,0,42C_45min,11.25,9
6.0,43.0,45.0,0.012766559818398053,1,43C_45min,45.0,31
8.0,44.0,30.0,0.0,2,44C_30min,60.0,26
0.0,42.0,45.0,0.53,0,42C_45min,11.25,42
6.0,43.0,45.0,0.009179924345298216,1,43C_45min,45.0,21
6.0,42.0,45.0,0.022592581480636247,0,42C_45min,11.25,1
2.0,43.0,45.0,0.041655166574958435,1,43C_45min,45.0,54
0.0,42.0,45.0,0.5139576187390289,0,42C_45min,11.25,53
2.0,42.0,45.0,0.18206949439397535,0,42C_45min,11.25,54
4.0,43.0,45.0,0.05665891223032538,1,43C_45min,45.0,27
0.0,44.0,30.0,0.018164665145690956,2,44C_30min,60.0,36
6.0,43.0,45.0,0.01393283664670429,1,43C_45min,45.0,41
8.0,43.0,45.0,3.753367566909357e-05,1,43C_45min,45.0,2
0.0,42.0,45.0,0.53,0,42C_45min,11.25,12
6.0,43.0,45.0,0.010586668363838016,1,43C_45min,45.0,16
4.0,44.0,30.0,0.007747901892394261,2,44C_30min,60.0,55
8.0,42.0,45.0,0.0008939922077285813,0,42C_45min,11.25,44
6.0,42.0,45.0,0.016856436899252304,0,42C_45min,11.25,50
4.0,44.0,30.0,0.00896318075369527,2,44C_30min,60.0,57
6.0,42.0,45.0,0.022078673965016036,0,42C_45min,11.25,10
4.0,43.0,45.0,0.05084956644876674,1,43C_45min,45.0,19
4.0,43.0,45.0,0.06449968894370638,1,43C_45min,45.0,40
2.0,43.0,45.0,0.06443630266273295,1,43C_45min,45.0,38
8.0,43.0,45.0,4.463417184757589e-05,1,43C_45min,45.0,49
4.0,43.0,45.0,0.05103857826160376,1,43C_45min,45.0,1
8.0,42.0,45.0,0.000662652363983364,0,42C_45min,11.25,8
8.0,42.0,45.0,0.0005638895773018691,0,42C_45min,11.25,21
2.0,44.0,30.0,0.006353779265792511,2,44C_30min,60.0,17
0.0,44.0,30.0,0.02207625497047578,2,44C_30min,60.0,44
6.0,42.0,45.0,0.020983758201554806,0,42C_45min,11.25,64
0.0,42.0,45.0,0.53,0,42C_45min,11.25,13
0.0,42.0,45.0,0.53,0,42C_45min,11.25,8
4.0,42.0,45.0,0.323494934002187,0,42C_45min,11.25,41
6.0,44.0,30.0,0.0003639759073583615,2,44C_30min,60.0,40
2.0,44.0,30.0,0.008165645250321164,2,44C_30min,60.0,12
4.0,42.0,45.0,0.28209469353985034,0,42C_45min,11.25,20
8.0,44.0,30.0,0.0,2,44C_30min,60.0,50
8.0,42.0,45.0,0.0007831871934851696,0,42C_45min,11.25,47
4.0,44.0,30.0,0.008231716405388908,2,44C_30min,60.0,48
0.0,42.0,45.0,0.53,0,42C_45min,11.25,46
6.0,42.0,45.0,0.016114851019930262,0,42C_45min,11.25,65
8.0,42.0,45.0,0.0007779544270653379,0,42C_45min,11.25,34
8.0,44.0,30.0,0.0,2,44C_30min,60.0,65
2.0,44.0,30.0,0.007858518476070353,2,44C_30min,60.0,3
8.0,44.0,30.0,0.0,2,44C_30min,60.0,60
8.0,42.0,45.0,0.000615390095854934,0,42C_45min,11.25,10
0.0,43.0,45.0,0.2391377516830481,1,43C_45min,45.0,57
6.0,44.0,30.0,0.000286825924871394,2,44C_30min,60.0,11
4.0,42.0,45.0,0.31060901699934057,0,42C_45min,11.25,1
4.0,42.0,45.0,0.280946811947597,0,42C_45min,11.25,34
4.0,44.0,30.0,0.007858518476070353,2,44C_30min,60.0,3
0.0,43.0,45.0,0.18085088193892904,1,43C_45min,45.0,65
0.0,42.0,45.0,0.478920353504752,0,42C_45min,11.25,63
6.0,43.0,45.0,0.00996518035875026,1,43C_45min,45.0,34
8.0,42.0,45.0,0.000718869643073735,0,42C_45min,11.25,63
2.0,44.0,30.0,0.008574200875752525,2,44C_30min,60.0,32
2.0,42.0,45.0,0.31917368056866896,0,42C_45min,11.25,19
2.0,42.0,45.0,0.2592563658808575,0,42C_45min,11.25,48
8.0,42.0,45.0,0.0007545904626459285,0,42C_45min,11.25,58
2.0,44.0,30.0,0.008483451299706136,2,44C_30min,60.0,15
0.0,43.0,45.0,0.17440808637560395,1,43C_45min,45.0,2
8.0,44.0,30.0,0.0,2,44C_30min,60.0,63
4.0,43.0,45.0,0.039124068001523786,1,43C_45min,45.0,29
6.0,44.0,30.0,0.00032703236972403816,2,44C_30min,60.0,63
6.0,42.0,45.0,0.019588896529511637,0,42C_45min,11.25,24
6.0,42.0,45.0,0.025224729091730232,0,42C_45min,11.25,15
8.0,42.0,45.0,0.0007130644768481581,0,42C_45min,11.25,2
6.0,43.0,45.0,0.012139613482152716,1,43C_45min,45.0,64
2.0,43.0,45.0,0.062107786574083376,1,43C_45min,45.0,25
6.0,42.0,45.0,0.02407021543014876,0,42C_45min,11.25,31
8.0,42.0,45.0,0.0008097869474687277,0,42C_45min,11.25,64
0.0,42.0,45.0,0.53,0,42C_45min,11.25,57
2.0,43.0,45.0,0.04653331597660527,1,43C_45min,45.0,47
4.0,42.0,45.0,0.20650568879582293,0,42C_45min,11.25,56
2.0,43.0,45.0,0.06511726712238429,1,43C_45min,45.0,13
2.0,43.0,45.0,0.04616749179121924,1,43C_45min,45.0,57
8.0,44.0,30.0,7.877618226220581e-08,2,44C_30min,60.0,57
8.0,43.0,45.0,4.143847723983763e-05,1,43C_45min,45.0,33
8.0,44.0,30.0,4.490297316213362e-08,2,44C_30min,60.0,64
6.0,43.0,45.0,0.01084394952915505,1,43C_45min,45.0,55
8.0,44.0,30.0,2.8148378119279752e-08,2,44C_30min,60.0,38
8.0,43.0,45.0,4.5758938267154575e-05,1,43C_45min,45.0,64
0.0,44.0,30.0,0.02343263454803633,2,44C_30min,60.0,11
8.0,43.0,45.0,3.850291841527097e-05,1,43C_45min,45.0,60
4.0,43.0,45.0,0.04652713539021161,1,43C_45min,45.0,10
6.0,44.0,30.0,0.0002898099268149601,2,44C_30min,60.0,53
4.0,44.0,30.0,0.008795416639535189,2,44C_30min,60.0,66
6.0,43.0,45.0,0.011723181584041429,1,43C_45min,45.0,50
6.0,44.0,30.0,0.00027703643613824865,2,44C_30min,60.0,7
4.0,42.0,45.0,0.32184416203950594,0,42C_45min,11.25,15
2.0,42.0,45.0,0.2423155905845362,0,42C_45min,11.25,46
2.0,42.0,45.0,0.28856510227483567,0,42C_45min,11.25,7
4.0,42.0,45.0,0.2800847423680696,0,42C_45min,11.25,28
2.0,43.0,45.0,0.048248484460874146,1,43C_45min,45.0,28
2.0,44.0,30.0,0.006438676083540361,2,44C_30min,60.0,50
4.0,42.0,45.0,0.2664532045955807,0,42C_45min,11.25,39
2.0,44.0,30.0,0.009045121043773108,2,44C_30min,60.0,52
0.0,44.0,30.0,0.021808383085458204,2,44C_30min,60.0,45
2.0,43.0,45.0,0.045503084258136796,1,43C_45min,45.0,8
8.0,43.0,45.0,3.4028869714487745e-05,1,43C_45min,45.0,3
4.0,42.0,45.0,0.23109122823577008,0,42C_45min,11.25,10
2.0,42.0,45.0,0.2545240062948802,0,42C_45min,11.25,27
2.0,44.0,30.0,0.008805649933167937,2,44C_30min,60.0,63
0.0,44.0,30.0,0.022492755813128797,2,44C_30min,60.0,14
2.0,42.0,45.0,0.31067545256417795,0,42C_45min,11.25,44
4.0,44.0,30.0,0.007293704113564283,2,44C_30min,60.0,56
0.0,44.0,30.0,0.018289556486407683,2,44C_30min,60.0,51
8.0,42.0,45.0,0.0006624978321564426,0,42C_45min,11.25,0
0.0,44.0,30.0,0.020111856818608387,2,44C_30min,60.0,54
6.0,44.0,30.0,0.0003188026337197395,2,44C_30min,60.0,2
4.0,43.0,45.0,0.05039057771762103,1,43C_45min,45.0,30
6.0,44.0,30.0,0.00029887229300184343,2,44C_30min,60.0,43
2.0,42.0,45.0,0.15800000173834605,0,42C_45min,11.25,17
4.0,44.0,30.0,0.00796984739631423,2,44C_30min,60.0,20
0.0,43.0,45.0,0.16580865191722582,1,43C_45min,45.0,50
4.0,42.0,45.0,0.35328436371491667,0,42C_45min,11.25,38
8.0,43.0,45.0,4.413025995462538e-05,1,43C_45min,45.0,41
0.0,44.0,30.0,0.020714120914344884,2,44C_30min,60.0,49
6.0,44.0,30.0,0.00034275514647639274,2,44C_30min,60.0,59
8.0,42.0,45.0,0.0006595964862522344,0,42C_45min,11.25,17
0.0,42.0,45.0,0.53,0,42C_45min,11.25,41
0.0,44.0,30.0,0.022844766579099895,2,44C_30min,60.0,20
8.0,44.0,30.0,0.0,2,44C_30min,60.0,27
2.0,44.0,30.0,0.007609708343274494,2,44C_30min,60.0,10
8.0,43.0,45.0,4.404665954977145e-05,1,43C_45min,45.0,52
0.0,42.0,45.0,0.53,0,42C_45min,11.25,43
6.0,42.0,45.0,0.028210600762264164,0,42C_45min,11.25,59
0.0,42.0,45.0,0.46720129563133017,0,42C_45min,11.25,37
4.0,42.0,45.0,0.3557854835942193,0,42C_45min,11.25,59
8.0,43.0,45.0,3.7482906165334864e-05,1,43C_45min,45.0,32
0.0,44.0,30.0,0.022235210817446078,2,44C_30min,60.0,10
0.0,43.0,45.0,0.17423918251489526,1,43C_45min,45.0,10
2.0,44.0,30.0,0.00978654090139757,2,44C_30min,60.0,48
4.0,42.0,45.0,0.25793421667026706,0,42C_45min,11.25,62
6.0,42.0,45.0,0.023200774432038083,0,42C_45min,11.25,49
2.0,43.0,45.0,0.056639880795461534,1,43C_45min,45.0,44
4.0,44.0,30.0,0.00828208794093867,2,44C_30min,60.0,23
2.0,42.0,45.0,0.28508116075984113,0,42C_45min,11.25,31
0.0,42.0,45.0,0.53,0,42C_45min,11.25,22
6.0,44.0,30.0,0.00033457448182261514,2,44C_30min,60.0,12
4.0,44.0,30.0,0.0072632516716912374,2,44C_30min,60.0,8
2.0,42.0,45.0,0.33884422706890815,0,42C_45min,11.25,57
8.0,43.0,45.0,4.223831965549845e-05,1,43C_45min,45.0,40
8.0,43.0,45.0,3.805755778087866e-05,1,43C_45min,45.0,9
2.0,42.0,45.0,0.30409689857344047,0,42C_45min,11.25,64
4.0,43.0,45.0,0.05459663619376366,1,43C_45min,45.0,13
8.0,44.0,30.0,6.856146698648215e-08,2,44C_30min,60.0,40
8.0,44.0,30.0,0.0,2,44C_30min,60.0,18
8.0,43.0,45.0,3.964556710482464e-05,1,43C_45min,45.0,19
0.0,42.0,45.0,0.53,0,42C_45min,11.25,27
4.0,43.0,45.0,0.045503084258136796,1,43C_45min,45.0,8
4.0,44.0,30.0,0.007805730831522408,2,44C_30min,60.0,12
8.0,42.0,45.0,0.0007370023974508063,0,42C_45min,11.25,13
4.0,44.0,30.0,0.006859102183911364,2,44C_30min,60.0,29
6.0,44.0,30.0,0.0002813674886740733,2,44C_30min,60.0,16
0.0,42.0,45.0,0.53,0,42C_45min,11.25,28
4.0,43.0,45.0,0.04900170395875565,1,43C_45min,45.0,62
2.0,44.0,30.0,0.007562280636008485,2,44C_30min,60.0,51
6.0,44.0,30.0,0.00030810134153756345,2,44C_30min,60.0,60
0.0,42.0,45.0,0.53,0,42C_45min,11.25,56
4.0,43.0,45.0,0.06749911675480962,1,43C_45min,45.0,59
8.0,44.0,30.0,0.0,2,44C_30min,60.0,8
8.0,42.0,45.0,0.0007321369410864725,0,42C_45min,11.25,42
0.0,44.0,30.0,0.019929996313525558,2,44C_30min,60.0,27
6.0,42.0,45.0,0.01915609794755456,0,42C_45min,11.25,52
6.0,43.0,45.0,0.010755393725320993,1,43C_45min,45.0,51
2.0,44.0,30.0,0.008675243659994603,2,44C_30min,60.0,49
2.0,42.0,45.0,0.38148417993053724,0,42C_45min,11.25,61
8.0,44.0,30.0,0.0,2,44C_30min,60.0,14
0.0,43.0,45.0,0.20394222806672238,1,43C_45min,45.0,43
2.0,44.0,30.0,0.008376019002291566,2,44C_30min,60.0,61
4.0,43.0,45.0,0.038440724435886295,1,43C_45min,45.0,50
0.0,43.0,45.0,0.1361576624629949,1,43C_45min,45.0,54
6.0,42.0,45.0,0.023271135540035116,0,42C_45min,11.25,61
8.0,44.0,30.0,0.0,2,44C_30min,60.0,41
6.0,42.0,45.0,0.021800134365097572,0,42C_45min,11.25,58
0.0,42.0,45.0,0.53,0,42C_45min,11.25,51
0.0,43.0,45.0,0.2052717291265547,1,43C_45min,45.0,26
0.0,44.0,30.0,0.020755920166486728,2,44C_30min,60.0,65
2.0,43.0,45.0,0.03720312090114312,1,43C_45min,45.0,34
0.0,44.0,30.0,0.021435799949545326,2,44C_30min,60.0,18
8.0,44.0,30.0,0.0,2,44C_30min,60.0,54
6.0,44.0,30.0,0.0002450937858534311,2,44C_30min,60.0,29
4.0,42.0,45.0,0.26801249480519707,0,42C_45min,11.25,33
8.0,42.0,45.0,0.0007285675026060677,0,42C_45min,11.25,7
4.0,42.0,45.0,0.2135694194140131,0,42C_45min,11.25,46
8.0,42.0,45.0,0.00079311408147009,0,42C_45min,11.25,15
2.0,43.0,45.0,0.049169733623878525,1,43C_45min,45.0,58
8.0,42.0,45.0,0.0006684505848969959,0,42C_45min,11.25,40
0.0,43.0,45.0,0.1621446350768702,1,43C_45min,45.0,45
2.0,42.0,45.0,0.24534274432273584,0,42C_45min,11.25,25
6.0,44.0,30.0,0.00031977008788654807,2,44C_30min,60.0,65
4.0,43.0,45.0,0.0462085671763356,1,43C_45min,45.0,56
8.0,43.0,45.0,3.701821446432704e-05,1,43C_45min,45.0,15
6.0,43.0,45.0,0.012133369749907454,1,43C_45min,45.0,52
4.0,42.0,45.0,0.30359994931011886,0,42C_45min,11.25,45
4.0,43.0,45.0,0.038183253661882424,1,43C_45min,45.0,21
4.0,44.0,30.0,0.007470196050954802,2,44C_30min,60.0,43
6.0,43.0,45.0,0.014225958683536087,1,43C_45min,45.0,27
2.0,42.0,45.0,0.2734651178895434,0,42C_45min,11.25,60
6.0,42.0,45.0,0.022244771986014933,0,42C_45min,11.25,47
2.0,42.0,45.0,0.3324755266851551,0,42C_45min,11.25,24
4.0,44.0,30.0,0.006353779265792511,2,44C_30min,60.0,17
8.0,44.0,30.0,0.0,2,44C_30min,60.0,49
0.0,44.0,30.0,0.023847062172483512,2,44C_30min,60.0,42
4.0,43.0,45.0,0.04963352131951948,1,43C_45min,45.0,42
0.0,44.0,30.0,0.024862967927385054,2,44C_30min,60.0,19
4.0,42.0,45.0,0.24534274432273584,0,42C_45min,11.25,25
8.0,44.0,30.0,0.0,2,44C_30min,60.0,25
2.0,43.0,45.0,0.05588255944406325,1,43C_45min,45.0,15
8.0,43.0,45.0,4.8485810045697377e-05,1,43C_45min,45.0,63
6.0,42.0,45.0,0.02137412817466644,0,42C_45min,11.25,54
8.0,42.0,45.0,0.0006146061695031444,0,42C_45min,11.25,31
4.0,43.0,45.0,0.056001447631362174,1,43C_45min,45.0,23
0.0,42.0,45.0,0.53,0,42C_45min,11.25,34
8.0,44.0,30.0,0.0,2,44C_30min,60.0,42
0.0,44.0,30.0,0.020186957579755277,2,44C_30min,60.0,66
2.0,42.0,45.0,0.25793421667026706,0,42C_45min,11.25,62
6.0,43.0,45.0,0.01260955056775966,1,43C_45min,45.0,60
6.0,42.0,45.0,0.022820179777467867,0,42C_45min,11.25,41
2.0,44.0,30.0,0.00896318075369527,2,44C_30min,60.0,57
8.0,43.0,45.0,4.225156060118277e-05,1,43C_45min,45.0,53
2.0,44.0,30.0,0.007470196050954802,2,44C_30min,60.0,43
6.0,44.0,30.0,0.00027275287244230245,2,44C_30min,60.0,56
4.0,42.0,45.0,0.1965141194990777,0,42C_45min,11.25,37
