Радиация,Температура,Время,Выживаемость
2.0,44.0,30.0,0.006438676083540361
4.0,42.0,45.0,0.2664532045955807
2.0,44.0,30.0,0.009045121043773108
0.0,44.0,30.0,0.021808383085458204
2.0,43.0,45.0,0.045503084258136796
8.0,43.0,45.0,3.4028869714487745e-05
4.0,42.0,45.0,0.23109122823577008
2.0,42.0,45.0,0.2545240062948802
2.0,44.0,30.0,0.008805649933167937
0.0,44.0,30.0,0.022492755813128797
2.0,42.0,45.0,0.31067545256417795
4.0,44.0,30.0,0.007293704113564283
0.0,44.0,30.0,0.018289556486407683
8.0,42.0,45.0,0.0006624978321564426
0.0,44.0,30.0,0.020111856818608387
6.0,44.0,30.0,0.0003188026337197395
4.0,43.0,45.0,0.05039057771762103
6.0,44.0,30.0,0.00029887229300184343
2.0,42.0,45.0,0.15800000173834605
4.0,44.0,30.0,0.00796984739631423
0.0,43.0,45.0,0.16580865191722582
4.0,42.0,45.0,0.35328436371491667
8.0,43.0,45.0,4.413025995462538e-05
0.0,44.0,30.0,0.020714120914344884
6.0,44.0,30.0,0.00034275514647639274
8.0,42.0,45.0,0.0006595964862522344
0.0,42.0,45.0,0.53
0.0,44.0,30.0,0.022844766579099895
8.0,44.0,30.0,0.0
2.0,44.0,30.0,0.007609708343274494
8.0,43.0,45.0,4.404665954977145e-05
0.0,42.0,45.0,0.53
6.0,42.0,45.0,0.028210600762264164
0.0,42.0,45.0,0.46720129563133017
4.0,42.0,45.0,0.3557854835942193
8.0,43.0,45.0,3.7482906165334864e-05
0.0,44.0,30.0,0.022235210817446078
0.0,43.0,45.0,0.17423918251489526
2.0,44.0,30.0,0.00978654090139757
4.0,42.0,45.0,0.25793421667026706
6.0,42.0,45.0,0.023200774432038083
2.0,43.0,45.0,0.056639880795461534
4.0,44.0,30.0,0.00828208794093867
2.0,42.0,45.0,0.28508116075984113
0.0,42.0,45.0,0.53
6.0,44.0,30.0,0.00033457448182261514
4.0,44.0,30.0,0.0072632516716912374
2.0,42.0,45.0,0.33884422706890815
8.0,43.0,45.0,4.223831965549845e-05
8.0,43.0,45.0,3.805755778087866e-05
2.0,42.0,45.0,0.30409689857344047
4.0,43.0,45.0,0.05459663619376366
8.0,44.0,30.0,6.856146698648215e-08
8.0,44.0,30.0,0.0
8.0,43.0,45.0,3.964556710482464e-05
0.0,42.0,45.0,0.53
4.0,43.0,45.0,0.045503084258136796
4.0,44.0,30.0,0.007805730831522408
8.0,42.0,45.0,0.0007370023974508063
4.0,44.0,30.0,0.006859102183911364
6.0,44.0,30.0,0.0002813674886740733
0.0,42.0,45.0,0.53
4.0,43.0,45.0,0.04900170395875565
2.0,44.0,30.0,0.007562280636008485
6.0,44.0,30.0,0.00030810134153756345
0.0,42.0,45.0,0.53
4.0,43.0,45.0,0.06749911675480962
8.0,44.0,30.0,0.0
8.0,42.0,45.0,0.0007321369410864725
0.0,44.0,30.0,0.019929996313525558
6.0,42.0,45.0,0.01915609794755456
6.0,43.0,45.0,0.010755393725320993
2.0,44.0,30.0,0.008675243659994603
2.0,42.0,45.0,0.38148417993053724
8.0,44.0,30.0,0.0
0.0,43.0,45.0,0.20394222806672238
2.0,44.0,30.0,0.008376019002291566
4.0,43.0,45.0,0.038440724435886295
0.0,43.0,45.0,0.1361576624629949
6.0,42.0,45.0,0.023271135540035116
8.0,44.0,30.0,0.0
6.0,42.0,45.0,0.021800134365097572
0.0,42.0,45.0,0.53
0.0,43.0,45.0,0.2052717291265547
0.0,44.0,30.0,0.020755920166486728
2.0,43.0,45.0,0.03720312090114312
0.0,44.0,30.0,0.021435799949545326
8.0,44.0,30.0,0.0
6.0,44.0,30.0,0.0002450937858534311
4.0,42.0,45.0,0.26801249480519707
8.0,42.0,45.0,0.0007285675026060677
4.0,42.0,45.0,0.2135694194140131
8.0,42.0,45.0,0.00079311408147009
2.0,43.0,45.0,0.049169733623878525
8.0,42.0,45.0,0.0006684505848969959
0.0,43.0,45.0,0.1621446350768702
2.0,42.0,45.0,0.24534274432273584
6.0,44.0,30.0,0.00031977008788654807
4.0,43.0,45.0,0.0462085671763356
8.0,43.0,45.0,3.701821446432704e-05
6.0,43.0,45.0,0.012133369749907454
4.0,42.0,45.0,0.30359994931011886
4.0,43.0,45.0,0.038183253661882424
4.0,44.0,30.0,0.007470196050954802
6.0,43.0,45.0,0.014225958683536087
2.0,42.0,45.0,0.2734651178895434
6.0,42.0,45.0,0.022244771986014933
2.0,42.0,45.0,0.3324755266851551
4.0,44.0,30.0,0.006353779265792511
8.0,44.0,30.0,0.0
0.0,44.0,30.0,0.023847062172483512
4.0,43.0,45.0,0.04963352131951948
0.0,44.0,30.0,0.024862967927385054
4.0,42.0,45.0,0.24534274432273584
8.0,44.0,30.0,0.0
2.0,43.0,45.0,0.05588255944406325
8.0,43.0,45.0,4.8485810045697377e-05
6.0,42.0,45.0,0.02137412817466644
8.0,42.0,45.0,0.0006146061695031444
4.0,43.0,45.0,0.056001447631362174
0.0,42.0,45.0,0.53
8.0,44.0,30.0,0.0
0.0,44.0,30.0,0.020186957579755277
2.0,42.0,45.0,0.25793421667026706
6.0,43.0,45.0,0.01260955056775966
6.0,42.0,45.0,0.022820179777467867
2.0,44.0,30.0,0.00896318075369527
8.0,43.0,45.0,4.225156060118277e-05
2.0,44.0,30.0,0.007470196050954802
6.0,44.0,30.0,0.00027275287244230245
4.0,42.0,45.0,0.1965141194990777
0.0,44.0,30.0,0.02031071239259716
8.0,42.0,45.0,0.000864757237329123
2.0,44.0,30.0,0.007969463725219983
0.0,42.0,45.0,0.53
4.0,43.0,45.0,0.046832901043269884
8.0,43.0,45.0,4.354483865367897e-05
8.0,44.0,30.0,0.0
2.0,43.0,45.0,0.07153248567737173
6.0,43.0,45.0,0.011372912796482424
2.0,44.0,30.0,0.007908420454823028
6.0,43.0,45.0,0.013486222854848646
8.0,44.0,30.0,0.0
6.0,43.0,45.0,0.015173401157292531
4.0,43.0,45.0,0.04616749179121924
8.0,42.0,45.0,0.0006777785096439217
2.0,43.0,45.0,0.051912101476566955
2.0,42.0,45.0,0.26515510157107275
6.0,43.0,45.0,0.010836266212291239
8.0,43.0,45.0,3.4019690771533114e-05
2.0,44.0,30.0,0.007478330863265488
8.0,42.0,45.0,0.0006433296766609003
6.0,42.0,45.0,0.026894347725757918
2.0,44.0,30.0,0.0069564896749166475
0.0,42.0,45.0,0.53
2.0,42.0,45.0,0.1965141194990777
4.0,44.0,30.0,0.008961777779624664
0.0,43.0,45.0,0.16607256763163813
4.0,43.0,45.0,0.055257428560114334
2.0,43.0,45.0,0.056526648013848005
8.0,42.0,45.0,0.0006937469512081065
4.0,42.0,45.0,0.2556156573048024
8.0,43.0,45.0,3.5575689630127124e-05
8.0,42.0,45.0,0.0007033818705394421
2.0,43.0,45.0,0.061789169445530465
4.0,44.0,30.0,0.006864619401341461
0.0,44.0,30.0,0.020344229504235593
2.0,43.0,45.0,0.04900170395875565
0.0,44.0,30.0,0.02423397348270169
4.0,44.0,30.0,0.008675243659994603
6.0,44.0,30.0,0.00026389448655073555
6.0,43.0,45.0,0.010059771391570306
8.0,43.0,45.0,4.039227521532932e-05
8.0,43.0,45.0,4.007957282081198e-05
8.0,44.0,30.0,6.770696553341621e-08
8.0,42.0,45.0,0.000666451397626346
4.0,44.0,30.0,0.00884108741691787
4.0,42.0,45.0,0.2545240062948802
8.0,42.0,45.0,0.0007538373851265574
4.0,43.0,45.0,0.05175177699216117
4.0,43.0,45.0,0.05800816223923548
2.0,43.0,45.0,0.054792745620523525
2.0,43.0,45.0,0.0462085671763356
6.0,43.0,45.0,0.014421053678856544
2.0,43.0,45.0,0.05227105195476547
0.0,44.0,30.0,0.02383285218009127
0.0,42.0,45.0,0.53
6.0,43.0,45.0,0.011253732864472446
8.0,44.0,30.0,0.0
8.0,42.0,45.0,0.0006796628952135256
4.0,44.0,30.0,0.007948333701955341
4.0,44.0,30.0,0.008835524197597809
2.0,42.0,45.0,0.2800847423680696
2.0,43.0,45.0,0.05700711759481595
4.0,42.0,45.0,0.3384050234765452
8.0,42.0,45.0,0.0008048118440276063
4.0,44.0,30.0,0.007937476152477207
4.0,44.0,30.0,0.008290966370898127
4.0,43.0,45.0,0.041574240816677294
6.0,44.0,30.0,0.0002998114515362291
4.0,43.0,45.0,0.04629638716644258
8.0,43.0,45.0,3.7917356393899665e-05
4.0,42.0,45.0,0.18472093806213052
0.0,42.0,45.0,0.53
2.0,42.0,45.0,0.20650568879582293
4.0,43.0,45.0,0.057396090881860574
6.0,42.0,45.0,0.01962549825573765
4.0,43.0,45.0,0.041655166574958435
2.0,43.0,45.0,0.05103857826160376
6.0,44.0,30.0,0.0003348442060816261
0.0,42.0,45.0,0.53
0.0,44.0,30.0,0.022357682848145835
6.0,42.0,45.0,0.022181607766031494
8.0,42.0,45.0,0.0007127218128331955
2.0,42.0,45.0,0.2556156573048024
6.0,44.0,30.0,0.0002818564092998504
0.0,43.0,45.0,0.13971778875836408
8.0,42.0,45.0,0.0006833332332880398
8.0,43.0,45.0,4.1049475142055495e-05
8.0,42.0,45.0,0.0007351606878821381
2.0,42.0,45.0,0.18807579404369426
2.0,43.0,45.0,0.048931092595567334
6.0,42.0,45.0,0.018829038181821144
0.0,42.0,45.0,0.53
0.0,43.0,45.0,0.16557720798659298
0.0,43.0,45.0,0.1363968374111509
6.0,44.0,30.0,0.0002955238699353852
0.0,43.0,45.0,0.24538617409787572
6.0,43.0,45.0,0.009792348343964915
6.0,44.0,30.0,0.00028012537623940995
6.0,43.0,45.0,0.013166749170850242
8.0,42.0,45.0,0.0006797970171934023
2.0,43.0,45.0,0.052818956500317885
6.0,44.0,30.0,0.00033424310155694614
0.0,43.0,45.0,0.258028043230233
2.0,44.0,30.0,0.006899807602029665
8.0,44.0,30.0,0.0
0.0,43.0,45.0,0.21754400549190603
0.0,44.0,30.0,0.01905603802266852
0.0,43.0,45.0,0.18220477837499166
0.0,43.0,45.0,0.12015587799867701
6.0,44.0,30.0,0.000305508902315505
2.0,44.0,30.0,0.008921029249459492
0.0,42.0,45.0,0.53
2.0,43.0,45.0,0.055257428560114334
0.0,43.0,45.0,0.196961752335541
8.0,42.0,45.0,0.0006974496859581131
8.0,42.0,45.0,0.0006516775869998408
6.0,44.0,30.0,0.00024548171851149247
6.0,43.0,45.0,0.014703203468911526
0.0,42.0,45.0,0.5024925265637464
6.0,42.0,45.0,0.021136250811792247
0.0,42.0,45.0,0.53
2.0,42.0,45.0,0.280946811947597
8.0,42.0,45.0,0.0005997133392964503
6.0,42.0,45.0,0.018431706856406785
6.0,44.0,30.0,0.00029627426665443553
4.0,42.0,45.0,0.2041657358414433
8.0,44.0,30.0,2.1409017051057782e-10
0.0,44.0,30.0,0.021095158018898844
8.0,44.0,30.0,0.0
2.0,44.0,30.0,0.00828208794093867
0.0,43.0,45.0,0.1981747871347587
4.0,42.0,45.0,0.18172710938198014
2.0,42.0,45.0,0.31060901699934057
2.0,44.0,30.0,0.0074400168478231275
2.0,44.0,30.0,0.008778997529897577
0.0,44.0,30.0,0.020609847505641987
4.0,44.0,30.0,0.00853563651861225
4.0,42.0,45.0,0.2646130680133886
2.0,44.0,30.0,0.007293704113564283
4.0,43.0,45.0,0.04787950333910085
4.0,42.0,45.0,0.24697788529633505
8.0,43.0,45.0,3.203034626122309e-05
6.0,42.0,45.0,0.020573788483846406
6.0,43.0,45.0,0.011829717209554622
8.0,44.0,30.0,1.1638480392689618e-08
6.0,44.0,30.0,0.0002710000397507653
4.0,44.0,30.0,0.007478330863265488
0.0,43.0,45.0,0.1752640070743184
6.0,43.0,45.0,0.014099456188012076
8.0,42.0,45.0,0.0005654157535956154
0.0,43.0,45.0,0.17138609029072133
8.0,44.0,30.0,0.0
4.0,43.0,45.0,0.054792745620523525
8.0,44.0,30.0,0.0
0.0,42.0,45.0,0.53
6.0,44.0,30.0,0.00034724190877306524
2.0,44.0,30.0,0.007375892237629321
2.0,42.0,45.0,0.22994005617472543
8.0,44.0,30.0,0.0
6.0,43.0,45.0,0.009117145229329817
4.0,42.0,45.0,0.33884422706890815
0.0,44.0,30.0,0.01943082774795954
0.0,44.0,30.0,0.020016975401054213
6.0,44.0,30.0,0.0002975741089918121
2.0,42.0,45.0,0.20945073249276933
8.0,44.0,30.0,0.0
0.0,42.0,45.0,0.53
6.0,44.0,30.0,0.0003424843599629702
0.0,42.0,45.0,0.53
0.0,43.0,45.0,0.2532638571767747
0.0,42.0,45.0,0.53
0.0,42.0,45.0,0.46720129563133017
8.0,43.0,45.0,4.1710343021950795e-05
0.0,43.0,45.0,0.21040088275696664
2.0,42.0,45.0,0.2690309883876412
6.0,42.0,45.0,0.024840201381589586
8.0,43.0,45.0,3.9191405856576446e-05
4.0,42.0,45.0,0.24740634442025763
0.0,42.0,45.0,0.53
4.0,44.0,30.0,0.007557936165169121
4.0,42.0,45.0,0.2530941246353678
8.0,44.0,30.0,0.0
0.0,44.0,30.0,0.020680545395587436
0.0,44.0,30.0,0.02143232913114648
8.0,43.0,45.0,4.022699593545294e-05
2.0,44.0,30.0,0.00797750002254424
6.0,42.0,45.0,0.021134194740421608
4.0,42.0,45.0,0.28508116075984113
4.0,42.0,45.0,0.17184603389807696
2.0,43.0,45.0,0.05723189774955716
6.0,43.0,45.0,0.012191300609754627
0.0,42.0,45.0,0.53
0.0,43.0,45.0,0.15016646545348275
4.0,42.0,45.0,0.28856510227483567
2.0,44.0,30.0,0.008750075828860365
6.0,43.0,45.0,0.012710541807347315
2.0,44.0,30.0,0.006859102183911364
0.0,44.0,30.0,0.02241097331400232
